SampleName,Clone name,Data type,Run,Experiment,BioSample,SampleSource,Tree ID,Refcode,BioProject,Repository,Fastq,Focus of study,Notes,Analysis
1440F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115991 NCBI ENA,SRX8638837,SAMN15348531,BRA074,,WON22A,,,,,,
1449F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115990 NCBI ENA,SRX8638838,SAMN15348532,BRA074,,WON22A,,,,,,
1457F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115989 NCBI ENA,SRX8638839,SAMN15348533,BRA074,,WON22A,,,,,,
1465F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115988 NCBI ENA,SRX8638840,SAMN15348534,BRA074,,WON22A,,,,,,
1466F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115987 NCBI ENA,SRX8638841,SAMN15348535,BRA074,,WON22A,,,,,,
146F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115986 NCBI ENA,SRX8638842,SAMN15348536,BRA074,,WON22A,,,,,,
146F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116129 NCBI ENA,SRX8638843,SAMN15348537,BRA074,,WON22A,,,,,,
1473F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116128 NCBI ENA,SRX8638700,SAMN15348538,BRA074,,WON22A,,,,,,
147F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116127 NCBI ENA,SRX8638701,SAMN15348539,BRA074,,WON22A,,,,,,
148F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116125 NCBI ENA,SRX8638703,SAMN15348540,BRA074,,WON22A,,,,,,
148F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116124 NCBI ENA,SRX8638704,SAMN15348541,BRA074,,WON22A,,,,,,
1493F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116123 NCBI ENA,SRX8638705,SAMN15348542,BRA074,,WON22A,,,,,,
1502F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116122 NCBI ENA,SRX8638706,SAMN15348543,BRA074,,WON22A,,,,,,
1507F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116121 NCBI ENA,SRX8638707,SAMN15348544,BRA074,,WON22A,,,,,,
1508F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116120 NCBI ENA,SRX8638708,SAMN15348545,BRA074,,WON22A,,,,,,
150F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116119 NCBI ENA,SRX8638709,SAMN15348546,BRA074,,WON22A,,,,,,
150F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116118 NCBI ENA,SRX8638710,SAMN15348547,BRA074,,WON22A,,,,,,
1517F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116117 NCBI ENA,SRX8638711,SAMN15348548,BRA074,,WON22A,,,,,,
152F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116116 NCBI ENA,SRX8638712,SAMN15348549,BRA074,,WON22A,,,,,,
153F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116114 NCBI ENA,SRX8638714,SAMN15348550,BRA074,,WON22A,,,,,,
154F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116113 NCBI ENA,SRX8638715,SAMN15348551,BRA074,,WON22A,,,,,,
155F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116112 NCBI ENA,SRX8638716,SAMN15348552,BRA074,,WON22A,,,,,,
15F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116111 NCBI ENA,SRX8638717,SAMN15348553,BRA074,,WON22A,,,,,,
15F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116110 NCBI ENA,SRX8638718,SAMN15348554,BRA074,,WON22A,,,,,,
163F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116109 NCBI ENA,SRX8638719,SAMN15348555,BRA074,,WON22A,,,,,,
164F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116108 NCBI ENA,SRX8638720,SAMN15348556,BRA074,,WON22A,,,,,,
171F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116107 NCBI ENA,SRX8638721,SAMN15348557,BRA074,,WON22A,,,,,,
172F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116106 NCBI ENA,SRX8638722,SAMN15348558,BRA074,,WON22A,,,,,,
173F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116105 NCBI ENA,SRX8638723,SAMN15348559,BRA074,,WON22A,,,,,,
174F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116103 NCBI ENA,SRX8638725,SAMN15348560,BRA074,,WON22A,,,,,,
174F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116102 NCBI ENA,SRX8638726,SAMN15348561,BRA074,,WON22A,,,,,,
175F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116101 NCBI ENA,SRX8638727,SAMN15348562,BRA074,,WON22A,,,,,,
177F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116100 NCBI ENA,SRX8638728,SAMN15348563,BRA074,,WON22A,,,,,,
177F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116099 NCBI ENA,SRX8638729,SAMN15348564,BRA074,,WON22A,,,,,,
17F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116098 NCBI ENA,SRX8638730,SAMN15348565,BRA074,,WON22A,,,,,,
181F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116097 NCBI ENA,SRX8638731,SAMN15348566,BRA074,,WON22A,,,,,,
183F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116096 NCBI ENA,SRX8638732,SAMN15348567,BRA074,,WON22A,,,,,,
184F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116095 NCBI ENA,SRX8638733,SAMN15348568,BRA074,,WON22A,,,,,,
186F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116094 NCBI ENA,SRX8638734,SAMN15348569,BRA074,,WON22A,,,,,,
189F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116055 NCBI ENA,SRX8638773,SAMN15348570,BRA074,,WON22A,,,,,,
18F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116054 NCBI ENA,SRX8638774,SAMN15348571,BRA074,,WON22A,,,,,,
18F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116053 NCBI ENA,SRX8638775,SAMN15348572,BRA074,,WON22A,,,,,,
191F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116052 NCBI ENA,SRX8638776,SAMN15348573,BRA074,,WON22A,,,,,,
191F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116051 NCBI ENA,SRX8638777,SAMN15348574,BRA074,,WON22A,,,,,,
194F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116050 NCBI ENA,SRX8638778,SAMN15348575,BRA074,,WON22A,,,,,,
196F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116049 NCBI ENA,SRX8638779,SAMN15348576,BRA074,,WON22A,,,,,,
197F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116048 NCBI ENA,SRX8638780,SAMN15348577,BRA074,,WON22A,,,,,,
198F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116047 NCBI ENA,SRX8638781,SAMN15348578,BRA074,,WON22A,,,,,,
19F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116046 NCBI ENA,SRX8638782,SAMN15348579,BRA074,,WON22A,,,,,,
19F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116044 NCBI ENA,SRX8638784,SAMN15348580,BRA074,,WON22A,,,,,,
1F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116043 NCBI ENA,SRX8638785,SAMN15348581,BRA074,,WON22A,,,,,,
201F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116042 NCBI ENA,SRX8638786,SAMN15348582,BRA074,,WON22A,,,,,,
202F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116041 NCBI ENA,SRX8638787,SAMN15348583,BRA074,,WON22A,,,,,,
203F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116040 NCBI ENA,SRX8638788,SAMN15348584,BRA074,,WON22A,,,,,,
204F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116039 NCBI ENA,SRX8638789,SAMN15348585,BRA074,,WON22A,,,,,,
205F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116038 NCBI ENA,SRX8638790,SAMN15348586,BRA074,,WON22A,,,,,,
205F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116037 NCBI ENA,SRX8638791,SAMN15348587,BRA074,,WON22A,,,,,,
206F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116036 NCBI ENA,SRX8638792,SAMN15348588,BRA074,,WON22A,,,,,,
208F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116035 NCBI ENA,SRX8638793,SAMN15348589,BRA074,,WON22A,,,,,,
20F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116033 NCBI ENA,SRX8638795,SAMN15348590,BRA074,,WON22A,,,,,,
20F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116032 NCBI ENA,SRX8638796,SAMN15348591,BRA074,,WON22A,,,,,,
213F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116031 NCBI ENA,SRX8638797,SAMN15348592,BRA074,,WON22A,,,,,,
215F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116030 NCBI ENA,SRX8638798,SAMN15348593,BRA074,,WON22A,,,,,,
216F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116029 NCBI ENA,SRX8638799,SAMN15348594,BRA074,,WON22A,,,,,,
216F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116028 NCBI ENA,SRX8638800,SAMN15348595,BRA074,,WON22A,,,,,,
217F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116027 NCBI ENA,SRX8638801,SAMN15348596,BRA074,,WON22A,,,,,,
218F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116026 NCBI ENA,SRX8638802,SAMN15348597,BRA074,,WON22A,,,,,,
220F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116025 NCBI ENA,SRX8638803,SAMN15348598,BRA074,,WON22A,,,,,,
223F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116024 NCBI ENA,SRX8638804,SAMN15348599,BRA074,,WON22A,,,,,,
223F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116022 NCBI ENA,SRX8638806,SAMN15348600,BRA074,,WON22A,,,,,,
224F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116237 NCBI ENA,SRX8638807,SAMN15348601,BRA074,,WON22A,,,,,,
224F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116236 NCBI ENA,SRX8638592,SAMN15348602,BRA074,,WON22A,,,,,,
225F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116235 NCBI ENA,SRX8638593,SAMN15348603,BRA074,,WON22A,,,,,,
228F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116234 NCBI ENA,SRX8638594,SAMN15348604,BRA074,,WON22A,,,,,,
229F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116233 NCBI ENA,SRX8638595,SAMN15348605,BRA074,,WON22A,,,,,,
22F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116232 NCBI ENA,SRX8638596,SAMN15348606,BRA074,,WON22A,,,,,,
231F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116231 NCBI ENA,SRX8638597,SAMN15348607,BRA074,,WON22A,,,,,,
232F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116230 NCBI ENA,SRX8638598,SAMN15348608,BRA074,,WON22A,,,,,,
232F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116229 NCBI ENA,SRX8638599,SAMN15348609,BRA074,,WON22A,,,,,,
236F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116227 NCBI ENA,SRX8638601,SAMN15348610,BRA074,,WON22A,,,,,,
239F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116226 NCBI ENA,SRX8638602,SAMN15348611,BRA074,,WON22A,,,,,,
241F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116225 NCBI ENA,SRX8638603,SAMN15348612,BRA074,,WON22A,,,,,,
244F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116224 NCBI ENA,SRX8638604,SAMN15348613,BRA074,,WON22A,,,,,,
245F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116223 NCBI ENA,SRX8638605,SAMN15348614,BRA074,,WON22A,,,,,,
248F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116222 NCBI ENA,SRX8638606,SAMN15348615,BRA074,,WON22A,,,,,,
249F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116221 NCBI ENA,SRX8638607,SAMN15348616,BRA074,,WON22A,,,,,,
249F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116220 NCBI ENA,SRX8638608,SAMN15348617,BRA074,,WON22A,,,,,,
24F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116219 NCBI ENA,SRX8638609,SAMN15348618,BRA074,,WON22A,,,,,,
250F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116218 NCBI ENA,SRX8638610,SAMN15348619,BRA074,,WON22A,,,,,,
250F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116216 NCBI ENA,SRX8638612,SAMN15348620,BRA074,,WON22A,,,,,,
251F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116215 NCBI ENA,SRX8638613,SAMN15348621,BRA074,,WON22A,,,,,,
252F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116214 NCBI ENA,SRX8638614,SAMN15348622,BRA074,,WON22A,,,,,,
253F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116213 NCBI ENA,SRX8638615,SAMN15348623,BRA074,,WON22A,,,,,,
253F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116212 NCBI ENA,SRX8638616,SAMN15348624,BRA074,,WON22A,,,,,,
255F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116211 NCBI ENA,SRX8638617,SAMN15348625,BRA074,,WON22A,,,,,,
257F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116210 NCBI ENA,SRX8638618,SAMN15348626,BRA074,,WON22A,,,,,,
257F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116209 NCBI ENA,SRX8638619,SAMN15348627,BRA074,,WON22A,,,,,,
258F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116208 NCBI ENA,SRX8638620,SAMN15348628,BRA074,,WON22A,,,,,,
259F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116207 NCBI ENA,SRX8638621,SAMN15348629,BRA074,,WON22A,,,,,,
25F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116205 NCBI ENA,SRX8638623,SAMN15348630,BRA074,,WON22A,,,,,,
261F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116204 NCBI ENA,SRX8638624,SAMN15348631,BRA074,,WON22A,,,,,,
269F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116203 NCBI ENA,SRX8638625,SAMN15348632,BRA074,,WON22A,,,,,,
26F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116202 NCBI ENA,SRX8638626,SAMN15348633,BRA074,,WON22A,,,,,,
274F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116310 NCBI ENA,SRX8638627,SAMN15348634,BRA074,,WON22A,,,,,,
278F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116308 NCBI ENA,SRX8638520,SAMN15348635,BRA074,,WON22A,,,,,,
278F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116307 NCBI ENA,SRX8638521,SAMN15348636,BRA074,,WON22A,,,,,,
280F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116306 NCBI ENA,SRX8638522,SAMN15348637,BRA074,,WON22A,,,,,,
282F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116305 NCBI ENA,SRX8638523,SAMN15348638,BRA074,,WON22A,,,,,,
283F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116304 NCBI ENA,SRX8638524,SAMN15348639,BRA074,,WON22A,,,,,,
283F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116302 NCBI ENA,SRX8638526,SAMN15348640,BRA074,,WON22A,,,,,,
284F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116301 NCBI ENA,SRX8638527,SAMN15348641,BRA074,,WON22A,,,,,,
289F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116300 NCBI ENA,SRX8638528,SAMN15348642,BRA074,,WON22A,,,,,,
293F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116299 NCBI ENA,SRX8638529,SAMN15348643,BRA074,,WON22A,,,,,,
29F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116298 NCBI ENA,SRX8638530,SAMN15348644,BRA074,,WON22A,,,,,,
2F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116297 NCBI ENA,SRX8638531,SAMN15348645,BRA074,,WON22A,,,,,,
2F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116296 NCBI ENA,SRX8638532,SAMN15348646,BRA074,,WON22A,,,,,,
300F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116295 NCBI ENA,SRX8638533,SAMN15348647,BRA074,,WON22A,,,,,,
305F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116294 NCBI ENA,SRX8638534,SAMN15348648,BRA074,,WON22A,,,,,,
308F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116293 NCBI ENA,SRX8638535,SAMN15348649,BRA074,,WON22A,,,,,,
30F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116291 NCBI ENA,SRX8638537,SAMN15348650,BRA074,,WON22A,,,,,,
311F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116290 NCBI ENA,SRX8638538,SAMN15348651,BRA074,,WON22A,,,,,,
311F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116289 NCBI ENA,SRX8638539,SAMN15348652,BRA074,,WON22A,,,,,,
31F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116288 NCBI ENA,SRX8638540,SAMN15348653,BRA074,,WON22A,,,,,,
31F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116287 NCBI ENA,SRX8638541,SAMN15348654,BRA074,,WON22A,,,,,,
320F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116286 NCBI ENA,SRX8638542,SAMN15348655,BRA074,,WON22A,,,,,,
320F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116285 NCBI ENA,SRX8638543,SAMN15348656,BRA074,,WON22A,,,,,,
323F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116284 NCBI ENA,SRX8638544,SAMN15348657,BRA074,,WON22A,,,,,,
324F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116283 NCBI ENA,SRX8638545,SAMN15348658,BRA074,,WON22A,,,,,,
32F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116282 NCBI ENA,SRX8638546,SAMN15348659,BRA074,,WON22A,,,,,,
330F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116280 NCBI ENA,SRX8638548,SAMN15348660,BRA074,,WON22A,,,,,,
333F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116279 NCBI ENA,SRX8638549,SAMN15348661,BRA074,,WON22A,,,,,,
335F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116278 NCBI ENA,SRX8638550,SAMN15348662,BRA074,,WON22A,,,,,,
335F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116277 NCBI ENA,SRX8638551,SAMN15348663,BRA074,,WON22A,,,,,,
337F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116276 NCBI ENA,SRX8638552,SAMN15348664,BRA074,,WON22A,,,,,,
338F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116275 NCBI ENA,SRX8638553,SAMN15348665,BRA074,,WON22A,,,,,,
339F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116274 NCBI ENA,SRX8638554,SAMN15348666,BRA074,,WON22A,,,,,,
33F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116093 NCBI ENA,SRX8638555,SAMN15348667,BRA074,,WON22A,,,,,,
355F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116092 NCBI ENA,SRX8638736,SAMN15348668,BRA074,,WON22A,,,,,,
359F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116091 NCBI ENA,SRX8638737,SAMN15348669,BRA074,,WON22A,,,,,,
361F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116088 NCBI ENA,SRX8638740,SAMN15348670,BRA074,,WON22A,,,,,,
368F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116087 NCBI ENA,SRX8638741,SAMN15348671,BRA074,,WON22A,,,,,,
369F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116086 NCBI ENA,SRX8638742,SAMN15348672,BRA074,,WON22A,,,,,,
36F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116085 NCBI ENA,SRX8638743,SAMN15348673,BRA074,,WON22A,,,,,,
370F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116084 NCBI ENA,SRX8638744,SAMN15348674,BRA074,,WON22A,,,,,,
372F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116083 NCBI ENA,SRX8638745,SAMN15348675,BRA074,,WON22A,,,,,,
378F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116082 NCBI ENA,SRX8638746,SAMN15348676,BRA074,,WON22A,,,,,,
379F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116081 NCBI ENA,SRX8638747,SAMN15348677,BRA074,,WON22A,,,,,,
37F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116080 NCBI ENA,SRX8638748,SAMN15348678,BRA074,,WON22A,,,,,,
380F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116079 NCBI ENA,SRX8638749,SAMN15348679,BRA074,,WON22A,,,,,,
384F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116077 NCBI ENA,SRX8638751,SAMN15348680,BRA074,,WON22A,,,,,,
397F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116076 NCBI ENA,SRX8638752,SAMN15348681,BRA074,,WON22A,,,,,,
3F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116075 NCBI ENA,SRX8638753,SAMN15348682,BRA074,,WON22A,,,,,,
3F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116074 NCBI ENA,SRX8638754,SAMN15348683,BRA074,,WON22A,,,,,,
413F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116073 NCBI ENA,SRX8638755,SAMN15348684,BRA074,,WON22A,,,,,,
414F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116072 NCBI ENA,SRX8638756,SAMN15348685,BRA074,,WON22A,,,,,,
415F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116071 NCBI ENA,SRX8638757,SAMN15348686,BRA074,,WON22A,,,,,,
417F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116070 NCBI ENA,SRX8638758,SAMN15348687,BRA074,,WON22A,,,,,,
427F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116069 NCBI ENA,SRX8638759,SAMN15348688,BRA074,,WON22A,,,,,,
42F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116068 NCBI ENA,SRX8638760,SAMN15348689,BRA074,,WON22A,,,,,,
430F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116066 NCBI ENA,SRX8638762,SAMN15348690,BRA074,,WON22A,,,,,,
433F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116065 NCBI ENA,SRX8638763,SAMN15348691,BRA074,,WON22A,,,,,,
433F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116064 NCBI ENA,SRX8638764,SAMN15348692,BRA074,,WON22A,,,,,,
436F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116063 NCBI ENA,SRX8638765,SAMN15348693,BRA074,,WON22A,,,,,,
440F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116062 NCBI ENA,SRX8638766,SAMN15348694,BRA074,,WON22A,,,,,,
443F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116061 NCBI ENA,SRX8638767,SAMN15348695,BRA074,,WON22A,,,,,,
449F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116060 NCBI ENA,SRX8638768,SAMN15348696,BRA074,,WON22A,,,,,,
44F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116059 NCBI ENA,SRX8638769,SAMN15348697,BRA074,,WON22A,,,,,,
450F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116058 NCBI ENA,SRX8638770,SAMN15348698,BRA074,,WON22A,,,,,,
450F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116165 NCBI ENA,SRX8638771,SAMN15348699,BRA074,,WON22A,,,,,,
455F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116163 NCBI ENA,SRX8638665,SAMN15348700,BRA074,,WON22A,,,,,,
456F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116162 NCBI ENA,SRX8638666,SAMN15348701,BRA074,,WON22A,,,,,,
