Clone name,Shape,Rugosity,Husk thickness,Length,Breadth,Colour,Weight,Length breadth ratio,Refcode,Basal constriction,Apex form,Furrow depth,Ridge desc,Hardness,Husk weight,Size,Notes,Furrow desc,Info,Pods per tree,Accession
AM 2 /13 [POU],elliptical,moderate,,148.0,77.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
AM 2 /14 [POU],elliptical,slight,,174.0,81.0,anthocyanin absent,,,BEKAD1,strong,mammillate,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
AM 2 /17 [POU],elliptical,moderate,,135.0,81.0,anthocyanin absent,,,BEKAD1,strong,mammillate,,,-,,,,paired and wide separation,-,,
AM 2 /18 [POU],elliptical,moderate,,165.0,89.0,anthocyanin absent,,,BEKAD1,moderate,mammillate,,,soft,,,,paired and intermediate separation,Hardness <= 1.6 Mpa,,
AM 2 /19 [POU],obovate,moderate,,154.0,81.0,moderate anthocyanin,,,BEKAD1,moderate,mammillate,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
AM 2 /21 [POU],obovate,moderate,,186.0,94.0,slight anthocyanin,,,BEKAD1,slight,indented,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
AM 2 /28 [POU],elliptical,moderate,,151.0,76.0,moderate anthocyanin,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
AM 2 /31 [POU],elliptical,moderate,,176.0,85.0,intense anthocyanin,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
AM 2 /32 [POU],obovate,moderate,,161.0,87.0,anthocyanin absent,,,BEKAD1,strong,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
AM 2 /38 [POU],elliptical,moderate,,156.0,76.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
AM 2 /39 [POU],elliptical,moderate,,189.0,93.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,-,,,,paired and slight separation,-,,
AM 2 /4 [POU],elliptical,slight,,151.0,82.0,slight anthocyanin,,,BEKAD1,moderate,obtuse,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
AM 2 /41 [POU],elliptical,slight,,128.0,80.0,slight anthocyanin,,,BEKAD1,moderate,mammillate,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
AM 2 /43 [POU],elliptical,moderate,,172.0,83.0,anthocyanin absent,,,BEKAD1,strong,mammillate,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
AM 2 /45 [POU],elliptical,moderate,,178.0,81.0,moderate anthocyanin,,,BEKAD1,strong,attenuate,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
AM 2 /46 [POU],elliptical,slight,,161.0,94.0,anthocyanin absent,,,BEKAD1,strong,indented,,,-,,,,paired and intermediate separation,-,,
AM 2 /53 [POU],elliptical,moderate,,172.0,78.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
AM 2 /6 [POU],obovate,moderate,,158.0,84.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,soft,,,,paired and intermediate separation,Hardness <= 1.6 Mpa,,
AM 2 /60 [POU],elliptical,moderate,,164.0,80.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
AM 2 /61 [POU],elliptical,slight,,163.0,83.0,anthocyanin absent,,,BEKAD1,slight,indented,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
AM 2 /62 [POU],elliptical,slight,,138.0,74.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
AM 2 /64 [POU],obovate,slight,,148.0,87.0,anthocyanin absent,,,BEKAD1,slight,indented,,,soft,,,,paired and wide separation,Hardness <= 1.6 Mpa,,
AM 2 /65 [POU],obovate,slight,,142.0,76.0,anthocyanin absent,,,BEKAD1,moderate,mammillate,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
AM 2 /68 [POU],obovate,slight,,144.0,83.0,anthocyanin absent,,,BEKAD1,strong,rounded,,,-,,,,paired and intermediate separation,-,,
AM 2 /70 [POU],obovate,slight,,151.0,85.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
AM 2 /82 [POU],elliptical,moderate,,172.0,84.0,moderate anthocyanin,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
AM 2 /83 [POU],elliptical,moderate,,141.0,73.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
AM 2 /87 [POU],elliptical,moderate,,136.0,76.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
AM 2 /88 [POU],elliptical,slight,,130.0,71.0,anthocyanin absent,,,BEKAD1,slight,mammillate,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
AM 2 /9 [POU],elliptical,slight,,159.0,91.0,slight anthocyanin,,,BEKAD1,strong,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
AM 2 /91 [POU],obovate,moderate,,168.0,86.0,moderate anthocyanin,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
AM 2 /92 [POU],elliptical,moderate,,160.0,80.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
AM 2 /94 [POU],elliptical,slight,,174.0,83.0,slight anthocyanin,,,BEKAD1,strong,mammillate,,,-,,,,paired and intermediate separation,-,,
AM 2 /96 [POU],elliptical,intense,,142.0,75.0,moderate anthocyanin,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
AMAZ 10 /1,elliptical,slight,,148.0,84.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,-,,,,paired and intermediate separation,-,,
AMAZ 12,elliptical,intense,,183.0,86.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
AMAZ 12 /4,elliptical,moderate,,181.0,83.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
AMAZ 1 /5,oblong,moderate,,193.0,82.0,anthocyanin absent,,,BEKAD1,moderate,attenuate,,,hard,,,,equidistant and intermediate separation,Hardness > 2.0 Mpa,,
AMAZ 15 /15,elliptical,slight,,158.0,80.0,anthocyanin absent,,,BEKAD1,strong,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
AMAZ 16 /4,obovate,slight,,136.0,80.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,hard,,,,equidistant and intermediate separation,Hardness > 2.0 Mpa,,
AMAZ 3 /2,obovate,slight,,155.0,74.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,hard,,,,equidistant and intermediate separation,Hardness > 2.0 Mpa,,
AMAZ 5 /2,elliptical,slight,,141.0,81.0,anthocyanin absent,,,BEKAD1,strong,mammillate,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
AMAZ 6,elliptical,slight,,157.0,88.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
AMAZ 6 /3,obovate,slight,,178.0,82.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,hard,,,,equidistant and intermediate separation,Hardness > 2.0 Mpa,,
AMELONADO [VAR],obovate,slight,,135.0,78.0,anthocyanin absent,,,BEKAD1,strong,mammillate,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
AMELONADO [VAR],elliptical,slight,,139.6,81.8,anthocyanin absent,,,BEKAD1,strong,obtuse,,,-,,,,paired and wide separation,-,,
AMELONADO 2 /0-17 [MAY],elliptical,slight,,134.0,80.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,-,,,,paired and wide separation,-,,
AMELONADO 3 /4-06 [MAY],elliptical,slight,,143.0,83.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,-,,,,paired and intermediate separation,-,,
AS 7 [ECU],elliptical,moderate,,175.0,93.0,anthocyanin absent,,,BEKAD1,strong,indented,,,-,,,,paired and intermediate separation,-,,
AX 122 /79,oblong,moderate,,208.0,84.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,-,,,,paired and intermediate separation,-,,
AX 139 /53,elliptical,intense,,179.0,87.0,anthocyanin absent,,,BEKAD1,strong,acute,,,-,,,,paired and wide separation,-,,
B 97C /B-3 [BLZ],oblong,moderate,,156.8,77.6,moderate anthocyanin,,,BEKAD1,strong,attenuate,,,-,,,,paired and wide separation,-,,
B 1 /2-24 [POU],obovate,moderate,,155.0,100.0,anthocyanin absent,,,BEKAD1,absent,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 1 /2-8 [POU],elliptical,slight,,142.0,83.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,-,,,,paired and slight separation,-,,
B 11 /3 [POU],orbicular,slight,,131.0,86.0,anthocyanin absent,,,BEKAD1,slight,indented,,,-,,,,paired and wide separation,-,,
B 12 /1 [POU],elliptical,moderate,,138.0,73.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 13 /1 [POU],elliptical,moderate,,164.0,86.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 13 /3 [POU],elliptical,slight,,136.0,72.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,soft,,,,paired and intermediate separation,Hardness <= 1.6 Mpa,,
B 13 /5 [POU],elliptical,moderate,,169.0,79.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 13 /6 [POU],elliptical,slight,,166.0,83.0,anthocyanin absent,,,BEKAD1,slight,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 13 /7 [POU],obovate,slight,,154.0,86.0,anthocyanin absent,,,BEKAD1,strong,indented,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 14 /11 [POU],elliptical,slight,,153.0,85.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 14 /13 [POU],elliptical,slight,,148.0,78.0,anthocyanin absent,,,BEKAD1,slight,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 14 /14 [POU],elliptical,slight,,157.0,88.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 14 /8 [POU],obovate,slight,,157.0,86.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 14 /9 [POU],elliptical,moderate,,174.0,81.0,anthocyanin absent,,,BEKAD1,strong,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 17 /1 [POU],elliptical,moderate,,147.0,91.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,soft,,,,paired and intermediate separation,Hardness <= 1.6 Mpa,,
B 17 /10 [POU],elliptical,moderate,,164.0,79.0,anthocyanin absent,,,BEKAD1,moderate,mammillate,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
B 17 /15 [POU],elliptical,moderate,,156.0,86.0,anthocyanin absent,,,BEKAD1,slight,acute,,,hard,,,,paired and slight separation,Hardness > 2.0 Mpa,,
B 17 /17 [POU],obovate,moderate,,154.0,89.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
B 17 /20 [POU],obovate,slight,,151.0,97.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 17 /24 [POU],elliptical,intense,,162.0,75.0,anthocyanin absent,,,BEKAD1,strong,acute,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 17 /33 [POU],elliptical,moderate,,150.0,74.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 17 /4 [POU],elliptical,intense,,165.0,83.0,anthocyanin absent,,,BEKAD1,slight,acute,,,-,,,,paired and intermediate separation,-,,
B 17 /5 [POU],oblong,intense,,197.0,80.0,slight anthocyanin,,,BEKAD1,strong,indented,,,hard,,,,paired and slight separation,Hardness > 2.0 Mpa,,
B 18 /1 [POU],elliptical,moderate,,169.0,84.0,anthocyanin absent,,,BEKAD1,strong,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 18 /4 [POU],obovate,slight,,158.0,90.0,anthocyanin absent,,,BEKAD1,strong,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 18 /5 [POU],elliptical,moderate,,142.0,77.0,anthocyanin absent,,,BEKAD1,slight,mammillate,,,soft,,,,paired and wide separation,Hardness <= 1.6 Mpa,,
B 18 /8 [POU],elliptical,slight,,148.0,83.0,anthocyanin absent,,,BEKAD1,slight,indented,,,-,,,,paired and intermediate separation,-,,
B 18 /9 [POU],elliptical,moderate,,158.0,76.0,slight anthocyanin,,,BEKAD1,moderate,attenuate,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 2 /8 [POU],elliptical,slight,,153.0,80.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 20 /1 [POU],obovate,moderate,,135.0,80.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
B 20 /2 [POU],elliptical,slight,,186.0,95.0,anthocyanin absent,,,BEKAD1,wideshoulder,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 21 /6 [POU],oblong,intense,,182.0,78.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 21 /7 [POU],elliptical,moderate,,148.0,78.0,moderate anthocyanin,,,BEKAD1,slight,mammillate,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 22 /15 [POU],oblong,slight,,173.0,75.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 22 /16 [POU],elliptical,slight,,138.0,69.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 22 /17 [POU],elliptical,slight,,158.0,82.0,anthocyanin absent,,,BEKAD1,strong,indented,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 22 /3 [POU],elliptical,moderate,,143.0,89.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,soft,,,,paired and intermediate separation,Hardness <= 1.6 Mpa,,
B 22 /8 [POU],orbicular,moderate,,134.0,83.0,slight anthocyanin,,,BEKAD1,slight,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 23 /1 [POU],elliptical,moderate,,152.0,78.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 23 /2 [POU],orbicular,slight,,134.0,77.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 23 /4 [POU],elliptical,moderate,,176.0,78.0,anthocyanin absent,,,BEKAD1,strong,indented,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 23 /6 [POU],obovate,moderate,,142.0,82.0,slight anthocyanin,,,BEKAD1,moderate,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 23 /9 [POU],elliptical,moderate,,168.0,85.0,anthocyanin absent,,,BEKAD1,strong,indented,,,-,,,,paired and intermediate separation,-,,
B 4 /8 [POU],obovate,moderate,,162.0,80.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 5 /10 [POU],obovate,moderate,,144.0,92.0,anthocyanin absent,,,BEKAD1,slight,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 5 /11 [POU],obovate,slight,,141.0,87.0,anthocyanin absent,,,BEKAD1,slight,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 5 /2 [POU],elliptical,moderate,,147.0,84.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 5 /3 [POU],elliptical,intense,,167.0,81.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 5 /5 [POU],obovate,moderate,,149.0,80.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 5 /7 [POU],elliptical,moderate,,165.0,86.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and slight separation,Hardness > 2.0 Mpa,,
B 6 /2 [POU],elliptical,moderate,,181.0,85.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 6 /29 [POU],obovate,moderate,,177.0,96.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 6 /3 [POU],obovate,intense,,132.0,81.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 6 /5 [POU],elliptical,slight,,146.0,88.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,-,,,,paired and intermediate separation,-,,
B 6 /8 [POU],obovate,intense,,177.0,92.0,anthocyanin absent,,,BEKAD1,moderate,rounded,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 7 /1 [POU],elliptical,moderate,,186.0,105.0,anthocyanin absent,,,BEKAD1,strong,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 7 /14 [POU],obovate,moderate,,153.0,85.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
B 7 /15 [POU],obovate,moderate,,175.0,91.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 7 /16 [POU],obovate,moderate,,199.0,101.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 7 /18 [POU],elliptical,intense,,191.0,99.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 7 /21 [POU],elliptical,moderate,,164.0,88.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 7 /3 [POU],elliptical,moderate,,174.0,93.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 7 /4 [POU],obovate,moderate,,171.0,90.0,anthocyanin absent,,,BEKAD1,strong,rounded,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 8 /4 [POU],obovate,moderate,,146.0,77.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,moderate,,,,equidistant and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 8 /5 [POU],obovate,moderate,,160.0,87.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 8 /8 [POU],obovate,moderate,,132.0,73.0,anthocyanin absent,,,BEKAD1,strong,rounded,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 8 /9 [POU],elliptical,moderate,,167.0,83.0,anthocyanin absent,,,BEKAD1,strong,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 9 /10-12 [POU],obovate,moderate,,155.0,84.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 9 /10-18 [POU],elliptical,slight,,147.0,79.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 9 /10-23 [POU],obovate,moderate,,170.0,77.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 9 /10-25 [POU],elliptical,moderate,,186.0,90.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 9 /10-28 [POU],elliptical,slight,,137.0,73.0,anthocyanin absent,,,BEKAD1,moderate,mammillate,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 9 /10-30 [POU],elliptical,slight,,166.0,81.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
B 9 /10-32 [POU],elliptical,slight,,162.0,90.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
B 9 /10-33 [POU],obovate,slight,,180.0,85.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
B 9 /10-34 [POU],obovate,slight,,162.0,87.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
B 9 /10-35 [POU],elliptical,moderate,,175.0,78.0,anthocyanin absent,,,BEKAD1,strong,mammillate,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 9 /10-43 [POU],elliptical,slight,,175.0,88.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 9 /10-46 [POU],obovate,slight,,162.0,79.0,slight anthocyanin,,,BEKAD1,strong,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
B 9 /10-8 [POU],obovate,slight,,142.0,87.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
BE 10,elliptical,slight,,130.0,80.0,anthocyanin absent,,,BEKAD1,strong,mammillate,,,-,,,,paired and wide separation,-,,
BE 2,elliptical,slight,,130.0,83.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,-,,,,paired and intermediate separation,-,,
Belize 10 [BLZ],elliptical,moderate,,109.0,64.0,slight anthocyanin,,,BEKAD1,slight,obtuse,,,-,,,,paired and intermediate separation,-,,
Belize 12 [BLZ],elliptical,intense,,117.0,67.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,-,,,,paired and intermediate separation,-,,
Belize 14 [BLZ],elliptical,intense,,115.0,64.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,-,,,,paired and intermediate separation,-,,
Belize 15 [BLZ],elliptical,moderate,,103.0,59.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,-,,,,paired and intermediate separation,-,,
Belize 17 [BLZ],elliptical,moderate,,123.0,69.0,slight anthocyanin,,,BEKAD1,slight,mammillate,,,-,,,,paired and intermediate separation,-,,
Belize 2 [BLZ],elliptical,slight,,157.0,73.0,anthocyanin absent,,,BEKAD1,strong,acute,,,-,,,,paired and intermediate separation,-,,
Belize 20 [BLZ],elliptical,moderate,,121.0,74.0,slight anthocyanin,,,BEKAD1,moderate,rounded,,,-,,,,paired and intermediate separation,-,,
Belize 28 [BLZ],elliptical,slight,,155.0,77.0,anthocyanin absent,,,BEKAD1,slight,acute,,,-,,,,paired and intermediate separation,-,,
Belize 29 [BLZ],elliptical,slight,,178.0,87.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,-,,,,paired and intermediate separation,-,,
Belize 3 [BLZ],oblong,moderate,,155.4,83.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,-,,,,paired and intermediate separation,-,,
B 97 61 /B-7 [BLZ],elliptical,slight,,171.0,80.0,slight anthocyanin,,,BEKAD1,slight,acute,,,-,,,,paired and wide separation,-,,
B 97 AC 2/1 [BLZ],elliptical,moderate,,148.0,80.0,anthocyanin absent,,,BEKAD1,slight,indented,,,-,,,,paired and intermediate separation,-,,
B 97Ex 1 /(a)-1 [BLZ],elliptical,moderate,,175.0,85.0,anthocyanin absent,,,BEKAD1,strong,acute,,,-,,,,paired and intermediate separation,-,,
B 97 Ex 4 /B-5 [BLZ],elliptical,intense,,183.0,85.0,anthocyanin absent,,,BEKAD1,slight,attenuate,,,-,,,,paired and intermediate separation,-,,
BH,oblong,slight,,162.0,72.0,anthocyanin absent,,,BEKAD1,moderate,attenuate,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
BOB 8 [CHA],elliptical,intense,,154.0,87.0,anthocyanin absent,,,BEKAD1,strong,indented,,,-,,,,paired and intermediate separation,-,,
C 15 /61 [TRI],elliptical,slight,,130.0,73.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,-,,,,paired and wide separation,-,,
C 40 [TRI],elliptical,slight,,161.0,77.0,anthocyanin absent,,,BEKAD1,strong,indented,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
C 96 [TRI],elliptical,slight,,132.0,78.0,anthocyanin absent,,,BEKAD1,moderate,mammillate,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
C 97 [TRI],elliptical,slight,,159.0,88.0,slight anthocyanin,,,BEKAD1,moderate,obtuse,,,-,,,,paired and wide separation,-,,
C 99 [TRI],elliptical,slight,,167.0,93.0,slight anthocyanin,,,BEKAD1,moderate,obtuse,,,-,,,,paired and wide separation,-,,
CAS 1,elliptical,slight,,136.0,83.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
CATONGO,orbicular,slight,,117.0,77.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
